,address,name,online_order,book_table,rate,votes,rest_type,dish_liked,cost
3164,"33, Sundari Armadale, 3rd Floor, Above Axis Bank, Next to Forum Value Mall, Whitefield Main Road, Whitefield, Bangalore",Boondock Bistro,1,1,4.0,1623,19,"Burgers, Steak, Baconator Burger, Chicken Bbq Wings, Cream Soup, Sandwiches, Pasta",900.0
3165,"88, Outer Ring Road, Next To More Mega Store, Marathahalli, Bangalore",Sri Udupi Park,1,0,3.1,226,17,"Benne Dosa, Idli Vada, Biryani, Cheese Masala Dosa, Filter Coffee, Paper Plain Dosa",500.0
3166,"836, 1st Floor, Rajpalya, Mahadevpura, Near Bharat Petrol Pump, Basavanna Nagar, Whitefield, Bangalore",Healthie,1,0,3.9,118,25,"Sandwiches, Rice Bowl, Chicken Grill",600.0
3167,"Ascendas Park Square, ITPL Main Road, Whitefield",Cakesta,1,0,4.1,119,0,"Eggless Cake, Choco Mocha, Choco Almond, Blueberry Cake, Chocolate Cake, Choco Strawberry",500.0
3168,"7, Ground Floor, Sowbhagya Complex, Munnekollala, Marathahalli, Bangalore",Mani's Dum Biryani,1,0,3.9,279,17,"Raita, Dum Biryani, Chicken Kebab Biryani",750.0
3169,"88, 1st Floor, VIMS Hospital Building, Outer Ring Road, Marathahalli, Bangalore",Rayalaseema Chefs,1,1,3.9,225,17,"Bamboo Chicken, Butter Naan, Mutton Biryani, Paneer Pakora, Chicken Pot Biryani, Ulvacharu Biryani, Jowar Roti",800.0
3170,"35/1B, Munnekolala, Marathahalli, Bangalore",Bangaliana,1,0,3.6,124,53,"Rasgulla, Mutton Kosha, Luchi, Fish Cutlet, Aloo Posto, Alur Dom, Thali",600.0
3171,"Opposite to AECS Layout, Kundalahalli Main Road, Brookefield, Bangalore",Litti House,1,0,3.9,195,53,"Liti Chokha, Litti, Sattu Paratha, Dal Bati, Thali, Roti",300.0
3172,"1, Green Avenue, Opposite Kundalahalli Colony, ITPL Main Road, Brookefield, Bangalore",Sherlock's Pub,1,1,3.5,261,51,"Pasta, Beer, Pepper Chicken, Onion Rings, Mocktails, Supreme Pizza, Fish Finger",1500.0
3173,"90/3, Opposite Innovative Multiplex, Outer Ring Road, Marathahalli, Bangalore",Leon Grill,1,0,4.0,652,53,"Burgers, Fries, Chicken Jumbo Burger, Salads, Jumbo Royale Burger, Peri Peri Wrap, Peri Peri Chicken Burger",450.0
3174,"220, Ground Floor, Opposite Prestige Shantiniketan, ITPL Main Road, Whitefield, Bangalore",Green Hyderabad Biryani House,1,0,3.8,424,17,"Lassi, Hyderabadi Biryani, Tandoori Chicken, Lemon Chicken, Chicken Dum Biryani, Prawn Biryani, Chicken Boneless Biryani",800.0
3175,"Lower Ground Floor, Ascendas Park Square Mall, Whitefield, Bangalore",Cafesta,1,0,4.3,559,11,"Burgers, Waffles, Coffee, Chocolava, Pasta, Chocolate Cake, Brownie",550.0
3176,"Food Court, Ascendas Park Square Mall, ITPL Main Road, Whitefield, Bangalore",Nagas,1,0,3.5,94,35,"Biryani, Chilli Chicken",500.0
3177,"6/6, Jayram Reddy Building, Beside Meghna Nursing Home, Hoodi Main Road, Mahadevpura, Whitefield, Bangalore",Taste Of India Family Restaurant,1,0,3.4,226,53,"Mutton Biryani, Roti",400.0
3178,"46, Ramagondanahalli, Varthur Main Road, Whitefield, Bangalore",Hyderabad Biryaani House,1,0,3.5,374,17,"Chicken Biryani, Mutton Biryani, Hyderabadi Biryani, Vegetable Biryani",550.0
3179,"120-A3, Ground Floor, Santosh Tower, 3rd Road, EPIP Industrial Area, Phase 1, Hoodi Village, Whitefield, Bangalore",Chefactory Gold by Flechazo,1,0,3.7,353,17,"Chicken Tikka Biryani, Hyderabadi Chicken Dum Biryani, Raita, Paneer Tikka, Sandwich, Chicken Malai Tikka, Grilled Mushrooms",700.0
3180,"Opposite EMC-2, 2nd Floor, Above Nexa Showroom, Outer Ring Road, Mahadevapura, Marathahalli, Bangalore",Chulha Chauki Da Dhaba,1,0,4.1,295,17,"Jal-jeera, Stuffed Kulcha, Punjabi Chicken Masala, Tandoori Chicken, Egg Curry, Sweet Lassi, Dal Makhani",1000.0
3181,"Brigade Metropolis, Mahadevpura, Garudacharpalya, Whitefield, Bangalore",RoadHouse Grill,1,0,3.8,99,53,"Burgers, Chicken Roll, Rolls, Fries, Wings, Tandoori Momos, Chicken Grill",450.0
3182,"Brigade Metropolis, Mahadevapura Garudacharpalya, Whitefield, Bangalore",Chai Point,1,0,3.8,90,10,"Banana Cake, Chai, Lemon Tea, Ginger Tea, Masala Tea",250.0
3183,"32/2G, NCPR Industrial Layout, Doddanakundi Industrial Area 2, Seetharampalya, Hoodi, Whitefield, Bangalore",eat.fit,1,0,4.4,1034,25,"Hyderabadi Chicken, Murgh Khurchan, Rajma, Brownie Chocolate, Cabbage Salad, Raita, Chicken Curry",500.0
3184,"Ground Floor, Forum Shantiniketan, Whitefield Main Road, Thigalarapalya, Hoodi, Whitefield, Bangalore",You Mee,1,0,4.7,231,17,"Ramen, Sushi Bar, Pork Dumplings, Prawn, Maki Roll, Japanese Green Tea, Thai Red Curry",2000.0
3185,"95/3, Doddanekkundi, Marathahalli, Bangalore",Akshara,1,0,4.0,136,17,"Fry Prawns, Biryani, Andhra Thali, Neer Dosa, Kokum Juice, Masala Prawn, Brinjal Curry",1000.0
3186,"89/1, Monnekollal Village, Varthur Hobli, Outer Ring Road, Marathahalli, Bangalore",Foxtrot,1,1,4.4,1151,51,"Cocktails, Mocktails, Mai Thai, Murgh Platter, Pizza, Soya Chaap, Keema Samosa",1200.0
3187,"Shop 2, B.M.R Complex, Green Garden Layout, Third Cross, Shirdi Sai Nagar, Near Kundalahalli Gate, Brookefield, Bangalore",Just Shawarma,1,0,3.8,197,53,"French Fries, Whole Meat Shawarma, Chicken Shawarama",300.0
3188,"9/91, 1st Floor, Varthur Main Road, Thubarahalli, Whitefield, Banglore",BIB-Breakfast in the Box,1,0,3.7,61,25,"French Fries, Burgers, English Breakfast, Pancakes, Corn Sandwich, Chicken Burger, Bacon Fry",600.0
3189,"321, B Block, 60 Feet Main Road, AECS Layout, Brookefield, Bangalore",Mugs N Burgers,1,1,4.0,130,11,"Burgers, Pasta, Noodles, Shawarma, Tea, Cappuccino, Kit Kat Shake",600.0
3190,"Ground Floor-Lobby Area, Brigade IRV Centre, Nallurhalli Road, Whitefield, Bangalore",nu.tree,1,0,4.3,170,55,"Healthy Breakfast, Kadhi, Sprout Salad, Rajma Chawal, Salads, Onion Paratha, Dal Makhani",400.0
3191,"88, 3rd Floor, KBR Mall, Above More Mega Store, Outer Ring Road, Marathahalli, Bangalore",Hyderabad Chefs,1,0,4.0,717,17,"Bamboo Chicken, Hyderabadi Biryani, Ulvacharu Biryani, Spring Roll, Tandoori Chicken, Vegetable Biryani, Pot Biryani",800.0
3192,"956, 1st Floor, 1st Main, Rajapalya, Hoodi, ITPL Main Road, Whitefield, Bangalore",Dil Se Dilli,1,0,3.8,281,17,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni",700.0
3193,"3rd Floor, Forum Neighbourhood Mall, Varthur Main Road, Whitefield, Bangalore",Rajdhani Thali Restaurant,1,1,3.8,741,17,"Veg Thali, Aamras, Samosa, Buttermilk, Dal Bati Churma, Rajdhani Thali, Dhokla",900.0
3194,"90/2, Kishan Icon, First Floor, Beside Innovative Multiplex, Marathahalli, Bangalore",Barkaas,1,1,4.3,176,17,"Fish, Falafel, Mutton Shorba, Biryani, Pita Bread, Chicken Steak, Kunafa",1000.0
3195,"3/3 - 3/4, Whitefield Main Road, Mahadevapura, Whitefield, Bangalore",Khan Saheb Grills and Rolls,1,0,3.8,303,53,"Rolls, Chicken Tikka Roll, Chicken Bhuna Roll, Biryani, Lassi, Paneer Bhurji Roll, Beda Roti",350.0
3196,"1338, D Block, AECS Layout, Opposite Water Tank Ground, Brookefield, Bangalore",Simhapuri Kitchen,1,1,4.0,510,17,"Hyderabadi Biryani, Gongura Biryani, Butter Naan, Vegetarian, Mutton Biryani, Ghee Karam Dosa, Tandoori Chicken",800.0
3197,"3rd Floor, Park Square Mall, Whitefield, Bangalore",Bobacha,1,0,4.1,74,7,"Waffles, Fruit Tea, Pearl Milk Tea",300.0
3198,"Ground Floor, Forum Shantiniketan, Whitefield Main Road, Hoodi, Whitefield, Bangalore",Punjab Grill,1,0,4.9,518,17,"Kadai Paneer, Kulfi, Kadhai Paneer, Dahi Kebab, Butter Chicken, Murgh Lababdar, Lunch Buffet",2000.0
3199,"FB 11, 1st Floor, Inorbit Mall, EPIP Area, Whitefield, Bangalore",Biryani Kitchen,1,0,4.3,627,35,"Chicken Boneless Biryani, Hyderabadi Dum Biryani, Raita, Mutton Biryani, Prawn Biryani, Vegetable Biryani, Hyderabadi Chicken Biryani",450.0
3200,"136, 4th A Cross, Shirdi Sai Nagar, Opposite Saptagiri Homes Apartments, Munekollala, Marathahalli, Bangalore",Odisha Platter,1,0,3.8,294,53,"Mutton Thali, Mutton Curry, Veg Thali",350.0
3201,"Opposite Brookefield Mall, ITPL Mail Road, Kundanahalli, Brookefield, Bangalore",Goli Vada Pav No. 1,1,0,3.7,188,53,"Sabudana Vada, Kulfi, Schezwan Vada Pav, Ginger Tea",200.0
3202,"Ground Floor, CRM Sowbhagya Near Spice Garden Bus Stop, Marathahalli, Bangalore",Desi Bites,1,0,3.9,79,53,Paratha,250.0
3203,"Ground Floor, Ascendas Park Square Mall, Whitefield, Bangalore",Keventers,1,0,3.6,63,9,"Milk Shake, Thick Shakes",400.0
3204,"116/1B, Site 34, SGR Dental College Road, Munnekolala, Marathahalli, Bangalore",@ Biryani Central,1,0,2.7,135,17,"Hyderabadi Biryani, Mutton Biryani, Dal Fry",550.0
3205,"619, 2nd Floor, Whitefield Main Road, Whitefield, Bangalore",Bangalore Mandarin,1,0,4.2,764,17,"Singapore Noodles, Kung Pao Chicken, Mixed Fried Rice, Corn Fritters, Clear Soup, Fish, Rice Noodles",1100.0
3206,"G05 Brigade Metropolis, Gorudacharpalya, Whitefield, Bangalore",Masala Chai,1,0,4.1,191,10,"Masala Chai, Sandwiches, Samosa, Masala Tea, Ice Tea, Bombay Sandwich, Chicken Mayo Sandwich",250.0
3207,"Food Court, Ascendas Park Square Mall, ITPL Main Road, Whitefield, Bangalore",Chatpata India,1,0,3.9,100,35,"Chaat, Raj Kachori",400.0
3208,"ITPL Ascendas Park Square Mall, ITPL, First Floor, ITPB, Whitefield Road, Bangalore,",Oliver's Pub & Diner,1,1,3.9,539,51,"Pizza, Beer, Cocktails, Nachos, Pasta, Moo Burger, Noodles",1500.0
3209,"5/3, BEML Layout, Kundanahalli Gate, Whitefield, Bangalore",Biriyani Zone,1,0,3.9,1618,17,"Plain Rice, Hyderabadi Biryani, Panneer Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Boneless Biryani, Vegetable Biryani",800.0
3210,"106, Praveen Transport Complex, Opposite ITPL Back Gate, Whitefield, Bangalore",New Punjabi Tasty Khana,1,0,3.0,177,53,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani",400.0
3211,"100, Whitefield Main Road, Whitefield, Bangalore",Glen's Bakehouse,1,1,4.2,794,1,"Pizza, Cheesecake, Pasta, Risotto, Chicken Burger, Sandwich, Hot Chocolate",600.0
3212,"153 Biere Street, Hagadur Main Road, Next to Prestige Ozone, Whitefield, Bangalore",Chin Chin by The Biere Club,1,1,4.2,263,17,"Wheat Beer, Cocktails, Singapore Noodles, Mushroom Dumpling, Dumplings, Spring Roll, Pork Ribs",1500.0
3213,"120/57, Ground Floor, Azeem's Gold Building, Whitefield, Bangalore",Stoner,1,0,4.3,544,28,"Burgers, Paan Ice Cream, Butter Chicken Pizza, Peri Peri Chicken Burger, Caramel Custard, Cheesecake, Hot Chocolate",500.0
3214,"F-21, First Floor, EPIP, Inorbit Mall, Whitefield, Bangalore",NH8,1,1,4.1,471,17,"Rasgulla, Dal Bati, Rajasthani Thali, Kachori, Churma, Jal-jeera, Rasmalai",800.0
3215,"2nd Floor, Forum Neighbourhood Mall, Whitefield, Bangalore",Toscano,1,1,4.3,1017,17,"Pizza, Pasta, Mocktails, Tiramisu, Salads, Cocktails, Sea Food",1500.0
3216,"AECS Layout Main Road, Kundanahalli, Brookefield, Bangalore",Real Fresh Dosa Corner,1,0,4.2,253,53,"Plain Dosa, Palak Dosa, Mushroom Dosa",200.0
3217,"1, AECS Layout, Near CMRIT College, Kundalahalli, Brookefield, Bangalore",Tall Blonde French,1,0,3.7,81,53,"French Fries, Peri Peri Fries",400.0
3218,"Outer Ring Road, Anand Nagar, Aswath Nagar, Marathahalli, Bangalore",Chai Mania,1,0,2.8,67,11,"Ginger Tea, Paratha, Poha, Chai, Chaai",300.0
3219,"145, Ashwath Nagar, Marathahalli Ring Road, Marathahalli, Bangalore",New Tandoori Point,1,0,2.4,56,17,"Biryani, Tandoori Chicken",600.0
3220,"A-3, 43/3, Sai Temple Road, Near Family Mall, Kundalahalli Gate, Marathahalli, Bangalore",East Delicious,1,0,4.0,497,17,"Noodles, Momos, Chicken Dumplings, Chicken Momo, Chowmein, Honey Chilli Potatoes, Thukpa",600.0
3221,"98 A, Main Road, Manjunath Layout, Munnekolala, Marathahalli, Bangalore",Rolls Plaza,1,0,3.7,61,53,"Rolls, Rice, Biryani",200.0
3222,"1st Floor, NTR Royal Plaza, Outer Ring Road, Marathahalli, Bangalore",Dhaba Estd 1986 Delhi,1,1,4.4,1216,18,"Mutton Curry, Lassi, Dal Makhani, Chicken Butter Masala, Pav Bhaji, Chicken Curry, Paneer Tikka",1100.0
3223,"1, Vinod Reddy Complex, Whitefield Road, Marathahalli Extension, Marathahalli, Bangalore",Suchithra Biryani House,1,0,4.0,388,17,"Chicken Guntur, Hyderabadi Biryani, Ghee Roast Biryani, Chicken Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani, Raita",500.0
3224,"4th Floor, Food Court, Soul Space Arena, Doddanekundi, Marathahalli, Bangalore",Hind Ka Chulah,1,0,3.7,204,35,"Biryani, Tandoori Chicken, Tandoori Roti, Chicken Tikka, Paratha, Salad, Raita",600.0
3225,"G8, The Arcade, Brigade Metropolis, Whitefield Road, Mahadevpura, Whitefield, Bangalore",Vegtaurant,1,0,3.7,88,53,Paratha,300.0
3226,"Near Thubarahalli Bus Stop, Inside Gurukul Compound, Thubarahalli, Whitefield, Bangalore",Kapoor's Cafe,0,0,4.2,2992,17,"Paratha, Matka Lassi, Rabri, Masala Soda, Chaach, Veg Kolhapuri, Punjabi Lassi",800.0
3227,"95/3, Doddanekkundi, Outer Ring Road, Marathahalli, Bangalore",The Dhaba,0,1,2.7,442,17,"Paratha, Vegetarian, Makke Ki Roti, Curd Rice, Chicken Biryani, Malai Kofta, Sweet Lassi",900.0
3228,"The Twin Oaks, No 1/5, Nallurahalli Circle, Whitefield, Bangalore",Marigold Fine Dine Restaurant,0,1,4.0,288,17,"Chicken Satay, Chicken Chettinad, Sea Food, Salads, Pumpkin Soup, Chicken Soup, Mousse",1500.0
3229,"136/137, EPIP Industrial Area, Whitefield, Bangalore",Flavours Radha Hometel,0,1,3.5,185,17,"Salads, Gulab Jamun, Breakfast Buffet, Fish, Lunch Buffet, French Toast, Chicken Wings",800.0
3230,"8/1, Siddhapura, Varthur Main Road, Whitefield, Bangalore",Bhagini IRIS,0,0,3.6,115,17,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala",600.0
3231,"43, Kundanahalli Gate, Marathahalli, Bangalore",Bhagini Kitchen And Bar,0,0,3.8,35,18,Biryani,1100.0
3232,"Opposite D Mart, Siddhapura, Whitefield, Bangalore",Apsara Ice Cream,0,0,4.0,90,26,Guava Ice Cream,200.0
3233,"43/4, Sai Temple Road, Near Family Mall, Marathahalli, Bangalore",Sai Foods,0,0,4.1,122,53,"Paratha, Veg Thali, Chole Bhature, Gulab Jamun, Lassi, Dal Fry, Roti",200.0
3234,"4, Varthur Main Road, Oppsite D Mart, Siddapura, Whitefield, Bangalore",Kabab Mirchi,0,0,3.4,46,53,"Chicken Grill, Dal Fry, Arabian Grape Juice, Rumali Roti, Shawarma Roll",350.0
3235,"98, 1st Main Road, 3rd Cross, Pattandur Agrahara, Whitefield, Bangalore",Annapurna Bengali Restaurant,0,0,3.9,50,17,"Fish Curry, Chicken Curry",500.0
3236,"1st Floor, Food Court, Inorbit Mall, 8th Road, KIADB Industrual Area, EPIP Zone, Whitefield, Bangalore",California Burrito,0,0,3.9,123,36,"Rice Bowl, Nachos, Rice Bowls, California Burrito, Burrito Bowl, Salads, Tacos",400.0
3237,"107, HDFC Bank Atm Building, Pattandur Agrahara, Main Road, Whitefield, Bangalore",Food Point,0,0,3.2,167,17,"Biryani, Paratha, Tandoori Chicken, Butter Chicken, Dal Makhani",450.0
3238,"1st Floor, Inorbit Mall, EPIP Industrial Area, Sai Baba Hospital, Whitefield, Bangalore",Southern Spice,0,1,3.0,83,17,"Raita, Lassi, Appam, Halwa",1200.0
3239,"35/1A, Munnekolalu Village, Marathahalli, Bangalore",Wok With Chung,0,0,3.8,688,17,"Noodles, Drunken Chicken Wings, Chicken Satay, Golden Fried Prawns, Mushroom Manchurian, Spring Roll, Chop Suey",1000.0
3240,"Opposite Laughing Waters, Ramagondanahalli, Whitefield, Bangalore",Hyderabad Cuisine Multicuisine Restaurant,0,0,3.7,198,17,"Spring Roll, Butter Naan, Fish, Haleem, Panneer Butter Masala, Roti, Hyderabadi Chicken Biryani",700.0
3241,"432, Nallurahalli Road, Siddapura, Whitefield, Bangalore",Spice Boulevard,0,0,3.9,90,11,"Sandwich, Pancakes, Garlic Bread, Coffee, Nachos, Pasta Alfredo, Wine",700.0
3242,"Near Tansi Honda, VR Royal Residency Building, Ramagondanahalli, Varthur Main Road, Whitefield",Hyderabad Cuisine,0,0,2.8,70,17,"Kori Roti, Fish, Sea Food",650.0
3243,"27, 3rd Cross, Outer Ring Road, Marathahalli, Bangalore",Ammi's Biryani,0,0,2.1,342,53,"Chicken Guntur, Vegetable Biryani, Executive Chicken Biryani, Mutton Biryani, Hyderabadi Chicken Biryani",500.0
3244,"4, Opposite Garden Layout, Shirdi Sai Nagar, Kundanahalli Gate, Marathahalli, Bangalore",Prajwal The Restaurant,0,0,3.3,47,53,"Paratha, Thali",300.0
3245,"8, Siddhapura, Main Road, Whitefield, Bangalore",Cafe of Joy,0,0,3.7,51,17,"Breads, Cappuccino, Cheesecake",600.0
3246,"Nalluruhalli Road, Whitefield, Bangalore",ReadyBowl,0,0,3.4,32,25,Gongura Chicken Biryani,400.0
3247,"1st Floor, Inorbit Mall, Whitefield, Bangalore",Kailash Parbat,0,0,2.6,84,35,"Chaat, Gulab Jamun, Raj Kachori, Chole, Bhel Puri, Biryani, Veg Thali",400.0
3248,"4th A Cross, Shridi Sai Nagar, Munnekolla, Marathahalli, Bangalore",Happy Kitchen,0,0,3.8,78,53,"Biryani, Idli, Vada, Chicken Curry",350.0
3249,"MGM Mark Whitefield, 23, EPIP Zone, Whitefield, Bangalore",Mega Bite,0,1,3.6,54,17,"Breakfast Buffet, Paratha, Rice",1100.0
3250,"72, Green Garden Layout, Near Sai Baba Temple Road, Kundalahalli, Marathahalli, Bangalore",Noibidya,0,0,3.5,44,53,Fish,400.0
3251,"Varyhur Main Road, Opposite Sigma Tech, Ramgonadanhalli, Whitefield, Bangalore",New Udupi Delicacy,1,0,3.9,84,53,"Filter Coffee, Plain Dosa",250.0
3252,"Opposite EMC-2, Above Nexa Showroom, Outer Ring Road, Mahadevapura, Marathahalli, Bangalore",Dakshin Spice,1,1,3.8,384,17,"Mutton Keema Biryani, Panneer Butter Masala, Pot Biryani, Vegetable Biryani, Thali, Dal Makhani, Tangdi Kabab",800.0
3253,"614, C Block, AECS Layout, Kundalahalli, Brookefield, Bangalore",Moriz Restaurant,1,0,2.8,1870,17,"Al Faham Chicken, Kalmi Kebab, Bbq Chicken, Chicken Tikka, Shawarma, Malabari Biryani, Chicken Wrap",750.0
3254,"389/2, 7th Cross, JMR Building, Tulasi Theatre Road, Marathahalli, Bangalore",New Food Magic,1,0,3.7,114,53,"Biryani, Paratha",400.0
3255,"Ground Floor, Soul Space Arena Mall, Marathahalli, Bangalore",Chef Baker's,1,0,2.8,43,3,"Brownie Chocolate, Donut",450.0
3256,"1st Floor, NS Complex, Kundanhalli Gate, Marathahalli, Bangalore",Cafe Petu,1,0,3.8,373,53,"Paratha, Pizza Parantha, Tea, Sandwich, Honey Chilli Potatoes, Pasta Alfredo, Coffee",300.0
3257,"4, Chetan Building, Opposite St. Joseph Convent School, Whitefield Main Road, Whitefield, Bangalore",Rafoo Chakkar,1,0,3.9,385,53,"Veg Tandoori Momos, Keema Pav, Butter Chicken, Pav Bhaji, Rolls, Galauti Kebab, Achari Paneer",300.0
3258,"601, 60 Feet Main Raod, AECS Layout, Kundalahalli, Brookefield, Bangalore",Amaravati Authentic Andhra Restaurant,1,0,3.0,148,17,"Thali, Chilli Chicken, Chicken Curry, Andhra Meal, Vegetable Biryani",600.0
3259,"90/1B, Ram Arcade, Opposite Multiplex, Outer Ring Road, Marathahalli, Bangalore",Nanda's,1,0,3.6,195,17,"Chicken Guntur, Andhra Meal, Hyderabadi Chicken Biryani, Butter Naan, Andhra Thali",650.0
3260,"First Floor, Raja Ikon, Opposite Hotel Radisson Blu, Near Marathahali Bridge, Marathahalli, Bangalore",Konaseema Kitchen,1,1,3.8,572,17,"Veg Dum Biryani, Buttermilk, Butter Chicken, Chicken Biryani, Rajugari Kodi Pulao, Tikka, Chicken Curry",600.0
3261,"9, Ground Floor, 5/1B, Sowbhagya Annex, Varthur Main Road, Munnekolala, Marathahalli, Bangalore",Master Chifoo,1,0,3.9,55,17,Momos,800.0
3262,"5/3, BEML Layout, Varthur Main Road, Kundanahalli Gate, Brookefield, Bangalore",Dhaba Social,1,0,4.0,463,17,"Tandoori Chicken, Chicken Malai Tikka, Lassi, Tandoori Aloo, Paneer Lababdar, Kalmi Kabab, Bruschettas",700.0
3263,"10, Opposite Bhawana PG, Kundanahalli Gate, Brookefield, Bangalore",99 Caffe,1,0,3.6,106,53,"Mudpie, Sandwich, Masala Dosa, Hot Coffee, Pasta, Pizza Dosa, Paratha",250.0
3264,"Varthur Rd, Marathahalli Village, Marathahalli, Bengaluru, Karnataka",Kabab Magic,1,0,3.0,451,17,"Chicken Grill, Shawarma, Biryani, Grape Juice, Rolls, Paratha, Chicken Tikka Roll",500.0
3265,"Santosh Towers EPIP Zone, Near KTPO, ITPL Main Road, Whitefield, Bangalore",Cafe Thulp,1,0,3.4,54,11,"Burgers, Pasta Alfredo, Pork Burger, Pizza",1000.0
3266,"D-170, 4th Cross, 1st Main Street, ITPL Main Road, Kundalahalli Colony, Brookefield, Bangalore",Ginger & Garlic,1,0,3.6,92,53,"Biryani, Chicken Curry",350.0
3267,"4, Innovative Food Junction, Innovative Multiplex, Outer Ring Road, Varthur Hobli, Marathahalli, Bangalore",Zeeshan,1,0,3.6,89,53,Mutton Biryani,700.0
3268,"Silver Springs Layout, Near Spice Garden Restaurant, Marathahalli, Bangalore",Puchkas,1,0,4.1,673,53,"Chaat, Panipuri, Jalebi, Vada Pav, Samosa, Gol Gappe, Chole Bhature",200.0
3269,"1, Nallurhalli Road, Opposite Brigade RV Center, Whitefield, Bangalore",Desi Doze,1,0,3.8,147,53,"Lassi, Paratha, Chaach, Chole Bhature, Thali",400.0
3270,"Ring Road, Opposite EMC Square, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560037, India, Brookefield, Bangalore",Kakaji,1,0,3.7,205,53,"Thali, Lassi, Rice, Chole Bhature, Paratha, Dal Makhani, Dal Tadka",350.0
3271,"3rd Floor, Food Court, Brookefield Mall, Brookefield, Bangalore",Andhra Ruchulu,1,0,3.7,106,35,Biryani Combo,500.0
3272,"579, Ground Floor, C Block AECS Layout, Kundalahalli, Brookefield, Bangalore",South House,1,0,3.8,97,17,"Egg Biryani, Roti, Mutton Biryani, Chicken Chettinad",800.0
3273,"62, Forum Neighbourhood Mall, Whitefield, Bangalore",Oakleaf,1,0,3.9,40,17,Salmon,2000.0
3274,"125/5, Behind ITPL, Pattandur Agrahara, Whitefield, Bangalore",Kidilum,1,0,3.8,207,53,"Beef Fry, Appam, Chicken Curry, Kerala Parotta, Idiyappam, Egg Curry, Biryani",350.0
3275,"128, First Floor, Behind ITPL Service Road, Pattandur Agrahara, Whitefield, Bangalore",Pot Biryani,1,0,3.1,111,53,Dum Biryani,600.0
3276,"107/4, Pattandur Agrahara Road, Near ITPL Gate 3, Whitefield, Bangalore",Friends Diner,1,0,2.8,36,17,"Chicken Steak, Cheese Balls",700.0
3277,"1st Floor, Purva Riviera Shopping Complex, Marathahalli, Bangalore",Sanjha Chulha,1,1,4.0,152,17,"Vegetable Biryani, Paneer Tikka Masala, Butter Chicken, Faluda, Dal Makhani, Tandoori Chicken, Chicken Biryani",800.0
3278,"Opposite Brookefield Mall, Kundanhalli, Brookefield, Bangalore",Raapchick,1,0,3.6,49,53,Burgers,300.0
3279,"Kundalhalli, Marathahalli, Bangalore",Chinese Street,1,0,3.1,61,25,"Noodles, Momos",550.0
3280,"Third Floor, Forum Value Mall, Whitefield, Bangalore",Mist n Creams,1,0,3.8,49,26,Friendly Staff,400.0
